Title,Sale price,Bedrooms,Bathrooms,Area,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Sunscore,Monthly cost,Principal & interest,Property taxes,Home insurance,HOA fee
"32 Peachtree St NW APT 1101, Atlanta, GA 30303","$149,900 ",1 bd,1 ba,591 sqft,"$145,955 ",Condo,1920,No Data,No Data,No Data,$363/month,,"$1,126 ",$577/mo,$134/mo,$52/mo,$363/mo
"212 Berean Ave SE APT 6, Atlanta, GA 30316","$289,000 ",2 bds,1 ba,879 sqft,,Condo,1964,Forced air,Central,1 space,$158/month,,"$1,578 ","$1,061/mo",$258/mo,$101/mo,$158/mo
"174 Chester Ave SE UNIT 139, Atlanta, GA 30316","$349,900 ",2 bds,2 ba,"1,480 sqft","$343,518 ",Condo,1954,Forced air,Central,1 space,$275/month,,"$1,994 ","$1,285/mo",$312/mo,$122/mo,$275/mo
"2870 Pharr Court South NW APT 1905, Atlanta, GA 30305","$315,000 ",2 bds,2 ba,"1,228 sqft","$306,684 ",Condo,1988,Forced air,Central,2 spaces,$543/month,,"$2,091 ","$1,157/mo",$281/mo,$110/mo,$543/mo
"53 Saint Claire Ln NE, Atlanta, GA 30324","$270,000 ",3 bds,2 ba,"1,550 sqft",,Condo,1983,Forced air,Central,No Data,$475/month,Great solar potentialSun Number™: 73.81,"$1,802 ",$991/mo,$241/mo,$95/mo,$475/mo
"3298 Ferncliff Ln, Atlanta, GA 30324","$490,000 ",4 bds,4 ba,"2,398 sqft","$478,189 ",Condo,2012,Forced air,Central,Attached Garage,$275/month,Great solar potentialSun Number™: 92.21,"$2,682 ","$1,799/mo",$437/mo,$172/mo,$275/mo
"3777 Peachtree Rd NE APT 823, Brookhaven, GA 30319","$190,000 ",1 bd,1 ba,775 sqft,"$189,301 ",Condo,1996,Forced air,Central,1 space,$319/month,,"$1,286 ",$731/mo,$169/mo,$67/mo,$319/mo
"878 Peachtree St NE APT 533, Atlanta, GA 30309","$289,900 ",1 bd,1 ba,956 sqft,"$284,148 ",Condo,1951,Forced air,Central,1 space,$385/month,,"$1,809 ","$1,064/mo",$258/mo,$101/mo,$385/mo
"3107 Peachtree Rd NE # 1105, Atlanta, GA 30305","$2,095,000 ",2 bds,3 ba,"2,481 sqft",,Condo,No Data,Electric,Central,No Data,No Data,,"$10,783 ","$8,181/mo","$1,868/mo",$733/mo,$0/mo
"2632 Peachtree Rd NW APT B203, Atlanta, GA 30305","$349,000 ",3 bds,2 ba,"1,640 sqft","$339,260 ",Condo,1960,Forced air,Central,1 space,$713/month,,"$2,428 ","$1,281/mo",$311/mo,$122/mo,$713/mo
"655 Kennesaw Ave NE, Atlanta, GA 30308","$695,000 ",Studio,#NAME?,"3,200 sqft","$678,560 ",Multi Family,1935,Forced air,Central,5 spaces,$217 ,Great solar potentialSun Number™: 76.23,"$3,577 ","$2,714/mo",$620/mo,$243/mo,$0/mo
"520 Park Ave SE UNIT 1, Atlanta, GA 30312","$165,000 ",2 bds,1 ba,875 sqft,"$162,642 ",Condo,1960,Forced air,Central,Off street,$180/month,,"$1,020 ",$635/mo,$147/mo,$58/mo,$180/mo
"266 11th St NE UNIT 203, Atlanta, GA 30309","$324,900 ",1 bd,1 ba,833 sqft,"$318,892 ",Condo,1911,Forced air,Central,1 space,$351/month,,"$1,947 ","$1,193/mo",$290/mo,$114/mo,$351/mo
"950 W Peachtree St NW UNIT 1310, Atlanta, GA 30309","$316,900 ",1 bd,1 ba,866 sqft,"$307,866 ",Condo,2006,No Data,No Data,2 spaces,$345/month,,"$1,902 ","$1,163/mo",$283/mo,$111/mo,$345/mo
"943 Peachtree St NE UNIT 1704, Atlanta, GA 30309","$287,900 ",1 bd,1 ba,768 sqft,"$283,588 ",Condo,2002,Forced air,Central,No Data,$358/month,,"$1,772 ","$1,057/mo",$257/mo,$101/mo,$358/mo
"3324 Peachtree Rd NE UNIT 2105, Atlanta, GA 30326","$439,000 ",2 bds,2 ba,"1,238 sqft","$431,773 ",Condo,2005,Forced air,Central,4 spaces,$540/month,,"$2,697 ","$1,612/mo",$391/mo,$154/mo,$540/mo
"250 Park Avenue West NW UNIT 903, Atlanta, GA 30313","$372,000 ",2 bds,2 ba,"1,525 sqft","$365,381 ",Condo,2002,Forced air,Central,1 space,$560/month,,"$2,388 ","$1,366/mo",$332/mo,$130/mo,$560/mo
"856 Briarcliff Rd NE APT 14, Atlanta, GA 30306","$188,000 ",1 bd,1 ba,673 sqft,"$175,168 ",Condo,1940,Forced air,Central,1 space,$21/month,"{""targetDiv"":""gpt-ad-de444944-150f-4cf6-8445-41c7e25253bc"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Apt 14"",""aamgnrc1"":""856 Briarcliff Rd NE"",""bd"":""1"",""fsbid"":""13803"",""city"":""Atlanta"",""proptp"":""cnd"",""pid"":""2082680652"",""zestibuck"":""150-199k"",""listtp"":""buy_agent"",""zguidh"":""-5630131479125513393"",""sqftrange"":""500-999"",""price"":""188000"",""sqft"":""673"",""posting_url"":"""",""mlong"":""-84.34697"",""state"":""GA"",""prange"":""150-199k"",""zip"":""30306"",""mlat"":""33.77794"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISvww3o72ar3j80000000000.jpg"",""zusr"":""true"",""price_band"":""z100"",""hood"":""Virginia_Highland"",""yrblt"":""1940-1959"",""zestimate"":""175168"",""premieragent"":""no""}}",$984 ,$724/mo,$174/mo,$66/mo,$21/mo
"1726 Annie St NW, Atlanta, GA 30318","$299,000 ",Studio,#NAME?,"1,076 sqft","$292,385 ",Multi Family,1923,Forced air,Central,2 spaces,$278 ,Great solar potentialSun Number™: 76.21,"$1,469 ","$1,098/mo",$267/mo,$105/mo,$0/mo
"1122 Rosedale Dr NE # B3, Atlanta, GA 30306","$289,000 ",2 bds,1 ba,980 sqft,"$276,702 ",Condo,1930,Forced air,Central,No Data,$244/month,,"$1,664 ","$1,061/mo",$258/mo,$101/mo,$244/mo
"2626 Peachtree Rd NW UNIT 1706, Atlanta, GA 30305","$217,500 ",1 bd,1 ba,652 sqft,,Condo,2005,Forced air,Central,1 space,$550/month,,"$1,657 ",$837/mo,$194/mo,$76/mo,$550/mo
"474 Kelly St SE, Atlanta, GA 30312","$389,000 ",2 bds,2 ba,"1,368 sqft",,Multi Family,1920,Forced air,Central,"Off street, On street",$284 ,Candidate for a community solar programSun Number™: 20.23,"$1,911 ","$1,428/mo",$347/mo,$136/mo,$0/mo
"675 Greenwood Ave NE APT 102, Atlanta, GA 30306","$799,900 ",2 bds,3 ba,"1,849 sqft","$795,094 ",Condo,1925,Forced air,Central,1 space,$424/month,,"$4,541 ","$3,124/mo",$713/mo,$280/mo,$424/mo
"250 Pharr Rd NE APT 317, Atlanta, GA 30305","$230,000 ",1 bd,1 ba,#NAME?,"$220,212 ",Condo,2004,Forced air,Central,No Data,$296/month,,"$1,467 ",$885/mo,$205/mo,$81/mo,$296/mo
"1041 State St NW APT 26, Atlanta, GA 30318","$233,000 ",2 bds,2 ba,886 sqft,"$228,688 ",Condo,1911,No Data,No Data,1 space,$247/month,,"$1,433 ",$897/mo,$208/mo,$82/mo,$247/mo
"390 17th St NW UNIT 3005, Atlanta, GA 30363","$289,900 ",2 bds,2 ba,"1,263 sqft","$284,960 ",Condo,2007,Forced air,Central,2 spaces,No Data,,"$1,424 ","$1,064/mo",$258/mo,$101/mo,$0/mo
"2881 Peachtree Rd NE APT 2405, Atlanta, GA 30305","$1,397,000 ",2 bds,4 ba,"3,141 sqft","$1,314,715 ",Condo,2001,Heat pump,Central,2 spaces,"$1,350/month",,"$8,540 ","$5,455/mo","$1,246/mo",$489/mo,"$1,350/mo"
"400 Village Pkwy NE APT 112, Atlanta, GA 30306","$395,000 ",1 bd,2 ba,"1,160 sqft","$385,481 ",Condo,2001,Forced air,Central,No Data,$258/month,,"$2,199 ","$1,450/mo",$352/mo,$138/mo,$258/mo
"791 Wylie St SE APT 502, Atlanta, GA 30316","$389,000 ",2 bds,2 ba,"1,002 sqft","$375,586 ",Condo,2003,Forced air,Central,Detached Garage,$333/month,,"$2,244 ","$1,428/mo",$347/mo,$136/mo,$333/mo
"3107 Peachtree Rd NE # 1504, Atlanta, GA 30305","$1,899,000 ",3 bds,3 ba,"2,420 sqft","$1,819,628 ",Condo,2019,No Data,No Data,2 spaces,"$1,621/month",,"$11,395 ","$7,416/mo","$1,693/mo",$665/mo,"$1,621/mo"
"375 Ralph Mcgill Blvd NE APT 1404, Atlanta, GA 30312","$125,000 ",1 bd,1 ba,566 sqft,"$120,284 ",Condo,1980,Forced air,Central,1 space,$282/month,,$951 ,$514/mo,$111/mo,$44/mo,$282/mo
"3235 Roswell Rd NE UNIT 716, Atlanta, GA 30305","$300,000 ",2 bds,2 ba,"1,370 sqft","$292,323 ",Condo,1999,Forced air,Central,1 space,$600/month,,"$2,074 ","$1,101/mo",$268/mo,$105/mo,$600/mo
"195 Arizona Ave NE UNIT 125, Atlanta, GA 30307","$315,000 ",2 bds,2 ba,"1,419 sqft","$310,662 ",Condo,2003,Forced air,Central,1 space,$279/month,Great solar potentialSun Number™: 85.03,"$1,837 ","$1,157/mo",$291/mo,$110/mo,$279/mo
"898 Oak St SW UNIT 1404, Atlanta, GA 30310","$99,000 ",1 bd,1 ba,696 sqft,,Condo,2006,Forced air,Central,No Data,$253/month,,$783 ,$407/mo,$88/mo,$35/mo,$253/mo
"3040 Peachtree Rd NW UNIT 410, Atlanta, GA 30305","$210,000 ",1 bd,1 ba,633 sqft,"$208,264 ",Condo,2006,Forced air,Central,1 space,$262/month,,"$1,331 ",$808/mo,$187/mo,$74/mo,$262/mo
"115 W Peachtree Pl NW UNIT 508, Atlanta, GA 30313","$179,900 ",1 bd,1 ba,889 sqft,,Condo,2002,Forced air,Central,1 space,"$4,296/month",,"$5,212 ",$692/mo,$160/mo,$63/mo,"$4,296/mo"
"1301 Peachtree St NE UNIT 4L, Atlanta, GA","$4,200,000 ",3 bds,5 ba,"4,840 sqft",,Condo,2018,Heat pump,Central,3 spaces,"$3,198/month",,"$24,815 ","$16,402/mo","$3,745/mo","$1,470/mo","$3,198/mo"
"2965 Pharr Court South NW APT 406, Atlanta, GA 30305","$150,000 ",2 bds,2 ba,988 sqft,"$147,260 ",Condo,1958,Forced air,Central,No Data,$470/month,,"$1,234 ",$577/mo,$134/mo,$53/mo,$470/mo
"881 Memorial Dr SE UNIT 119, Atlanta, GA 30316","$315,000 ",2 bds,1 ba,"1,030 sqft","$312,326 ",Condo,1920,Forced air,Central,1 space,$169/month,,"$1,717 ","$1,157/mo",$281/mo,$110/mo,$169/mo
"375 Ralph Mcgill Blvd NE APT 1108, Atlanta, GA 30312","$125,000 ",Studio,1 ba,566 sqft,"$121,417 ",Condo,1980,Forced air,Central,1 space,$282/month,,$951 ,$514/mo,$111/mo,$44/mo,$282/mo
"964 Dekalb Ave NE APT 104, Atlanta, GA 30307","$299,900 ",1 bd,2 ba,964 sqft,"$296,447 ",Condo,2006,Forced air,Central,2 spaces,$230/month,,"$1,704 ","$1,102/mo",$267/mo,$105/mo,$230/mo
"390 17th St NW UNIT 6024, Atlanta, GA 30363","$375,000 ",2 bds,2 ba,"1,338 sqft","$365,077 ",Condo,2006,Forced air,Central,4 spaces,$674/month,,"$2,517 ","$1,378/mo",$334/mo,$131/mo,$674/mo
"3627 Ginnis Rd SW UNIT 8, Atlanta, GA 30331","$90,000 ",2 bds,3 ba,"1,224 sqft","$88,040 ",Condo,2004,Forced air,Central,2 spaces,$18/month,,$500 ,$370/mo,$80/mo,$32/mo,$18/mo
"1634 Ponce De Leon Ave NE UNIT 209, Atlanta, GA 30307","$375,000 ",3 bds,3 ba,"1,702 sqft","$351,851 ",Condo,1970,"Forced air, Heat pump",Central,2 spaces,$407/month,,"$2,263 ","$1,378/mo",$347/mo,$131/mo,$407/mo
"800 Peachtree St NE APT 8517, Atlanta, GA 30308","$314,000 ",2 bds,2 ba,"1,187 sqft","$307,719 ",Condo,1927,Other,Central,4 spaces,$458/month,,"$2,001 ","$1,154/mo",$280/mo,$110/mo,$458/mo
"1230 Piedmont Ave NE APT 301, Atlanta, GA 30309","$230,000 ",1 bd,1 ba,893 sqft,"$224,651 ",Condo,1939,Forced air,Central,No Data,$514/month,,"$1,685 ",$885/mo,$205/mo,$81/mo,$514/mo
"2921 Lenox Rd NE APT 410, Atlanta, GA 30324","$200,000 ",1 bd,1 ba,848 sqft,"$195,955 ",Condo,1987,Forced air,Central,1 space,$269/month,,"$1,287 ",$770/mo,$178/mo,$70/mo,$269/mo
"1189 Mclendon Ave NE APT 2, Atlanta, GA 30307","$147,000 ",1 bd,1 ba,684 sqft,"$134,747 ",Condo,1925,No Data,Central,No Data,$225/month,,$978 ,$566/mo,$136/mo,$51/mo,$225/mo
"150 Walker St SW UNIT 1, Atlanta, GA 30313","$184,900 ",2 bds,1 ba,957 sqft,"$179,775 ",Condo,1998,"Forced air, Heat pump",Central,"Off street, Attached Garage",$250/month,,"$1,191 ",$712/mo,$165/mo,$65/mo,$250/mo
"4266 Roswell Rd NE APT L2, Atlanta, GA 30342","$179,990 ",3 bds,2 ba,"1,310 sqft","$179,989 ",Condo,1964,Forced air,Central,2 spaces,$312/month,,"$1,228 ",$693/mo,$160/mo,$63/mo,$312/mo
"32 Peachtree St NW APT 506, Atlanta, GA 30303","$155,000 ",1 bd,1 ba,609 sqft,"$151,797 ",Condo,1920,Forced air,Central,Off street,$354/month,,"$1,143 ",$597/mo,$138/mo,$54/mo,$354/mo
"229 Ponce De Leon Ave NE APT 17, Atlanta, GA 30308","$289,000 ",2 bds,2 ba,"1,258 sqft","$285,678 ",Condo,1917,Forced air,Central,2 spaces,$433/month,,"$1,854 ","$1,062/mo",$258/mo,$101/mo,$433/mo
"381 Ralph Mcgill Blvd NE APT G, Atlanta, GA 30312","$199,000 ",2 bds,3 ba,"1,160 sqft","$196,648 ",Condo,1980,Forced air,Central,2 spaces,$579/month,,"$1,592 ",$766/mo,$177/mo,$70/mo,$579/mo
"156 Porter St APT 123, East Boston, MA 02128","$401,226 ",2 bds,1 ba,955 sqft,"$390,372 ",Condo,1910,Forced air,Central,1 space,$274/month,Great solar potentialSun Number™: 91.4,"$2,178 ","$1,482/mo",$281/mo,$140/mo,$274/mo
"144 Child St, Boston, MA 02136","$539,000 ",5 bds,3 ba,"2,045 sqft","$549,781 ",Multi Family,1918,Other,No Data,3 spaces,$264 ,Great solar potentialSun Number™: 83.82,"$2,557 ","$1,991/mo",$377/mo,$189/mo,$0/mo
"121 Salem St APT 5D, Boston, MA 02113","$450,000 ",1 bd,1 ba,495 sqft,"$439,849 ",Condo,1920,Other,None,1 space,$186/month,Great solar potentialSun Number™: 94.38,"$2,321 ","$1,663/mo",$315/mo,$158/mo,$186/mo
"124 Everett St # 2, East Boston, MA 02128","$350,000 ",2 bds,1 ba,509 sqft,"$341,097 ",Condo,1900,Forced air,Central,On street,$184/month,Candidate for a community solar programSun Number™: 21.8,"$1,845 ","$1,293/mo",$245/mo,$123/mo,$184/mo
"47 Sargent St # 2, Boston, MA 02125","$499,000 ",2 bds,2 ba,"1,260 sqft","$409,848 ",Condo,2019,Forced air,Central,No Data,$198/month,,"$2,566 ","$1,844/mo",$349/mo,$175/mo,$198/mo
"43 Knoll St, Boston, MA 02131","$649,000 ",3 bds,2 ba,"1,614 sqft","$649,003 ",Multi Family,1920,Other,No Data,1 space,$402 ,Great solar potentialSun Number™: 88.18,"$3,083 ","$2,401/mo",$454/mo,$227/mo,$0/mo
"1 Franklin St # GPH, Boston, MA 02110","$45,000,000 ",8 bds,10.5 ba,"13,256 sqft",,Condo,2016,No Data,No Data,No Data,"$17,121/month",,"$239,997 ","$175,626/mo","$31,500/mo","$15,750/mo","$17,121/mo"
"191 W Canton St APT 2, Boston, MA 02116","$779,000 ",2 bds,2 ba,701 sqft,"$761,972 ",Condo,1980,Forced air,No Data,On street,$150/month,Great solar potentialSun Number™: 87.18,"$3,850 ","$2,882/mo",$545/mo,$273/mo,$150/mo
"28 Harvard St # 1, Boston, MA 02129","$939,000 ",2 bds,2 ba,"1,430 sqft","$931,894 ",Condo,1900,Baseboard,Other,1 space,$330/month,Great solar potentialSun Number™: 93.2,"$4,981 ","$3,665/mo",$657/mo,$329/mo,$330/mo
"558 Columbus Ave APT 4F, Boston, MA 02118","$549,000 ",1 bd,1 ba,450 sqft,"$540,828 ",Condo,1890,Baseboard,Central,On street,$221/month,,"$2,826 ","$2,028/mo",$384/mo,$192/mo,$221/mo
"89 Beacon St, Boston, MA 02108","$16,399,000 ",4 bds,7 ba,"5,703 sqft",,Condo,1852,Heat pump,Central,3 spaces,No Data,Great solar potentialSun Number™: 94.38,"$81,221 ","$64,002/mo","$11,479/mo","$5,740/mo",$0/mo
"285 Heath St # 285, Boston, MA 02130","$385,000 ",2 bds,1 ba,"1,028 sqft","$396,295 ",Condo,1988,Electric,None,No Data,$437/month,,"$2,264 ","$1,422/mo",$270/mo,$135/mo,$437/mo
"60 Stanton St, Boston, MA 02124","$450,000 ",6 bds,2 ba,"2,664 sqft","$441,849 ",Multi Family,1925,Other,No Data,2 spaces,$169 ,Great solar potentialSun Number™: 92.2,"$2,135 ","$1,663/mo",$315/mo,$158/mo,$0/mo
"13-15 Waltham St # B-309, Boston, MA 02118","$629,500 ",3 bds,3 ba,"1,690 sqft","$620,152 ",Condo,2002,Forced air,Central,No Data,$817/month,,"$3,807 ","$2,329/mo",$441/mo,$220/mo,$817/mo
"283 Webster St APT 1, Boston, MA 02128","$850,000 ",3 bds,2 ba,"1,421 sqft","$827,006 ",Condo,1910,Forced air,Central,No Data,$216/month,,"$4,253 ","$3,145/mo",$595/mo,$298/mo,$216/mo
"106 13th St APT 317, Boston, MA 02129","$639,000 ",2 bds,2 ba,"1,077 sqft","$621,714 ",Condo,1920,Forced air,Central,1 space,"$1,022/month",Great solar potentialSun Number™: 93.2,"$4,057 ","$2,364/mo",$447/mo,$224/mo,"$1,022/mo"
"203 D St # 1, South Boston, MA 02127","$489,000 ",2 bds,1 ba,600 sqft,"$483,932 ",Condo,1890,Forced air,Central,No Data,$186/month,Great solar potentialSun Number™: 94.86,"$2,506 ","$1,807/mo",$342/mo,$171/mo,$186/mo
"42 W Newton St # B2, Boston, MA 02118","$829,000 ",2 bds,1 ba,948 sqft,"$809,656 ",Condo,1910,Baseboard,Other,No Data,$357/month,Great solar potentialSun Number™: 94.38,"$4,295 ","$3,067/mo",$580/mo,$290/mo,$357/mo
"364-380 Amory St # 3, Boston, MA 02130","$869,000 ",2 bds,3 ba,"2,126 sqft","$907,622 ",Condo,2002,Forced air,Central,1 space,$59/month,Great solar potentialSun Number™: 92.78,"$4,363 ","$3,392/mo",$608/mo,$304/mo,$59/mo
"725 Harrison Ave UNIT E203, Boston, MA 02118","$289,900 ",1 bd,1 ba,940 sqft,"$284,723 ",Condo,2006,Forced air,Central,No Data,$440/month,Great solar potentialSun Number™: 90.38,"$1,815 ","$1,071/mo",$203/mo,$101/mo,$440/mo
"1391 Hyde Park Ave STE H, Boston, MA 02136","$469,000 ",2 bds,2 ba,"2,038 sqft","$466,987 ",Miscellaneous,2018,No Data,No Data,On street,$230 ,,"$2,225 ","$1,733/mo",$328/mo,$164/mo,$0/mo
"94 Waltham St APT 2, Boston, MA 02118","$925,000 ",2 bds,1 ba,870 sqft,"$912,654 ",Condo,1870,Forced air,None,On street,$272/month,Great solar potentialSun Number™: 82.38,"$4,853 ","$3,610/mo",$648/mo,$324/mo,$272/mo
"19-21 Norfolk St UNIT 1, Boston, MA 02119","$495,000 ",3 bds,2 ba,"1,338 sqft","$495,002 ",Condo,1900,Forced air,None,No Data,$300/month,Great solar potentialSun Number™: 79.22,"$2,649 ","$1,829/mo",$347/mo,$173/mo,$300/mo
"40 Mount Vernon St # 5B, Boston, MA 02108","$1,995,000 ",3 bds,2 ba,"1,369 sqft","$1,950,862 ",Condo,1850,Baseboard,Central,No Data,$864/month,Great solar potentialSun Number™: 93.58,"$10,745 ","$7,786/mo","$1,397/mo",$698/mo,$864/mo
"60 Eutaw St # 60, East Boston, MA 02128","$349,900 ",2 bds,2 ba,"1,010 sqft","$556,471 ",Condo,1850,No Data,No Data,No Data,No Data,,"$1,660 ","$1,293/mo",$245/mo,$122/mo,$0/mo
"46 Mount Vernon St # A, Boston, MA 02129","$1,249,000 ",3 bds,3 ba,"1,725 sqft","$1,236,484 ",Condo,1875,Forced air,Central,No Data,$250/month,Great solar potentialSun Number™: 92.4,"$6,436 ","$4,875/mo",$874/mo,$437/mo,$250/mo
"79 Brunswick St # A, Boston, MA 02121","$284,000 ",3 bds,2 ba,"1,345 sqft","$284,002 ",Condo,2005,Forced air,Central,1 space,$412/month,Great solar potentialSun Number™: 83.18,"$1,759 ","$1,049/mo",$199/mo,$99/mo,$412/mo
"186 Commonwealth Ave APT 72, Boston, MA 02116","$1,649,000 ",2 bds,2 ba,"1,237 sqft","$1,517,857 ",Condo,1880,Forced air,Central,None,$489/month,Great solar potentialSun Number™: 87.98,"$8,656 ","$6,436/mo","$1,154/mo",$577/mo,$489/mo
"76 Elm St APT 403, Boston, MA 02130","$429,000 ",1 bd,1 ba,780 sqft,"$453,181 ",Condo,1926,Forced air,Central,1 space,$522/month,Great solar potentialSun Number™: 94.38,"$2,557 ","$1,585/mo",$300/mo,$150/mo,$522/mo
"186 Commonwealth Ave APT 72, Boston, MA 02116","$1,649,000 ",2 bds,2 ba,"1,237 sqft","$1,517,857 ",Condo,1880,Forced air,Central,None,$489/month,Great solar potentialSun Number™: 87.98,"$8,656 ","$6,436/mo","$1,154/mo",$577/mo,$489/mo
"356-358 Main St UNIT 32, Boston, MA 02129","$525,000 ",2 bds,2 ba,"1,095 sqft","$510,270 ",Condo,1900,Heat pump,Central,No Data,$401/month,Candidate for a community solar programSun Number™: 22.38,"$2,892 ","$1,940/mo",$368/mo,$184/mo,$401/mo
"11 Ruthven St # 2, Boston, MA 02121","$440,000 ",4 bds,2 ba,"1,383 sqft","$440,694 ",Condo,2018,Forced air,Central,No Data,$203/month,,"$2,291 ","$1,626/mo",$308/mo,$154/mo,$203/mo
"217 Boylston St # 2, Boston, MA 02130","$365,000 ",2 bds,1 ba,562 sqft,"$371,821 ",Condo,1905,Baseboard,None,On street,$200/month,Great solar potentialSun Number™: 89.58,"$1,932 ","$1,348/mo",$256/mo,$128/mo,$200/mo
"61 Cummins Hwy # 2, Boston, MA 02131","$449,000 ",2 bds,1 ba,"1,055 sqft","$467,467 ",Condo,1905,Forced air,No Data,1 space,$210/month,Great solar potentialSun Number™: 87.38,"$2,340 ","$1,659/mo",$314/mo,$157/mo,$210/mo
"198 Allston St UNIT 3, Brighton, MA 02135","$219,900 ",1 bd,1 ba,318 sqft,,Condo,1918,Baseboard,None,No Data,$193/month,Great solar potentialSun Number™: 87.98,"$1,269 ",$845/mo,$154/mo,$77/mo,$193/mo
"19 Revere St APT 6, Boston, MA 02114","$599,000 ",2 bds,1 ba,539 sqft,"$595,406 ",Condo,1899,Baseboard,No Data,On street,$434/month,Great solar potentialSun Number™: 89.81,"$3,279 ","$2,216/mo",$419/mo,$210/mo,$434/mo
"288 Marginal St # 3, East Boston, MA 02128","$799,000 ",2 bds,2 ba,"1,052 sqft","$786,455 ",Condo,2017,Forced air,Central,No Data,$472/month,,"$4,267 ","$2,956/mo",$559/mo,$280/mo,$472/mo
"12 Glenville Ave # A, Allston, MA 02134","$500,000 ",3 bds,2 ba,950 sqft,"$492,673 ",Condo,1910,"Other, Radiant",Central,Off street,$340/month,Great solar potentialSun Number™: 93.58,"$2,712 ","$1,847/mo",$350/mo,$175/mo,$340/mo
"180 Commonwealth Ave APT 7, Boston, MA 02116","$1,299,000 ",2 bds,2 ba,"1,070 sqft","$1,299,003 ",Condo,1925,Baseboard,No Data,No Data,$639/month,Great solar potentialSun Number™: 93.58,"$7,073 ","$5,070/mo",$909/mo,$455/mo,$639/mo
"2691 Washington St # 2691, Boston, MA 02119","$445,000 ",3 bds,3 ba,"1,459 sqft","$445,002 ",Condo,2003,Forced air,Central,1 space,$250/month,,"$2,361 ","$1,644/mo",$312/mo,$156/mo,$250/mo
"44 Mount Vernon St # 2, Boston, MA 02125","$419,000 ",2 bds,1 ba,698 sqft,"$414,461 ",Condo,1905,Other,Central,On street,$193/month,Great solar potentialSun Number™: 94.38,"$2,181 ","$1,548/mo",$293/mo,$147/mo,$193/mo
"7 Hunnewell Ave # 2, Boston, MA 02135","$499,900 ",3 bds,1 ba,950 sqft,"$500,456 ",Condo,1925,Forced air,Central,On street,$255/month,,"$2,627 ","$1,847/mo",$350/mo,$175/mo,$255/mo
"8 Saint Peter St # 3, Boston, MA 02130","$525,000 ",2 bds,1 ba,931 sqft,"$548,507 ",Condo,1905,Other,None,2 spaces,$158/month,Candidate for a community solar programSun Number™: 22.38,"$2,649 ","$1,940/mo",$368/mo,$184/mo,$158/mo
"1 Franklin St PH 3A, Boston, MA 02110","$12,500,000 ",3 bds,5 ba,"4,172 sqft","$11,780,658 ",Condo,2016,Forced air,Central,No Data,"$6,002/month",Great solar potentialSun Number™: 94.38,"$67,912 ","$48,785/mo","$8,750/mo","$4,375/mo","$6,002/mo"
"150 Staniford St APT 520, Boston, MA 02114","$699,000 ",2 bds,1 ba,"1,131 sqft","$697,959 ",Condo,1997,Forced air,Central,No Data,$138/month,,"$3,458 ","$2,586/mo",$489/mo,$245/mo,$138/mo
"99 Chestnut Hill Ave APT 220, Boston, MA 02135","$599,000 ",2 bds,1 ba,897 sqft,"$599,869 ",Condo,1924,Forced air,Central,1 space,$453/month,Great solar potentialSun Number™: 90.65,"$3,298 ","$2,216/mo",$419/mo,$210/mo,$453/mo
"55 Main St APT 6, Boston, MA 02129","$680,000 ",2 bds,1 ba,758 sqft,"$666,047 ",Condo,1850,Forced air,Central,1 space,$204/month,Great solar potentialSun Number™: 91.6,"$3,434 ","$2,516/mo",$476/mo,$238/mo,$204/mo
"87 Bartlett St # 1, Boston, MA 02129","$639,000 ",1 bd,2 ba,"1,154 sqft","$621,714 ",Condo,1870,Forced air,Central,No Data,$250/month,Great solar potentialSun Number™: 93.2,"$3,285 ","$2,364/mo",$447/mo,$224/mo,$250/mo
"306 Commonwealth Ave APT 5, Boston, MA 02115","$1,425,000 ",2 bds,2 ba,"1,088 sqft","$1,412,389 ",Condo,1886,Forced air,Central,1 space,$612/month,Great solar potentialSun Number™: 92.78,"$7,670 ","$5,562/mo",$998/mo,$499/mo,$612/mo
"396 Beech St # 1, Boston, MA 02131","$549,000 ",3 bds,2 ba,"1,366 sqft","$560,318 ",Condo,1920,Forced air,Central,No Data,$225/month,,"$2,830 ","$2,028/mo",$384/mo,$192/mo,$225/mo
"350 W 4th St APT 313, South Boston, MA 02127","$524,900 ",1 bd,1 ba,737 sqft,"$511,514 ",Condo,1899,Other,No Data,1 space,$368/month,Great solar potentialSun Number™: 94.86,"$2,858 ","$1,939/mo",$367/mo,$184/mo,$368/mo
"9-11 Boynton St # 3, Boston, MA 02130","$729,000 ",3 bds,2 ba,"1,168 sqft","$756,480 ",Condo,1905,Forced air,Central,1 space,$255/month,,"$3,718 ","$2,697/mo",$510/mo,$255/mo,$255/mo
